internet,computer,wealth,mean_TestScore
yes,yes,1.363335971,452.944
yes,yes,1.190320468,444.887
yes,yes,0.761793158,381.1676667
yes,yes,1.267410037,389.1463333
yes,no,0.148477617,415.0503333
yes,yes,0.802779694,287.394
yes,yes,0.72237632,412.474
yes,yes,-0.07939008,463.673
yes,yes,0.785076999,353.5896667
yes,no,2.295997668,482.782
yes,yes,1.6191966,320.8853333
no,no,-0.236446996,419.777
yes,no,1.047826853,409.0003333
no,no,0.404163834,358.0443333
yes,yes,0.918501253,501.129
yes,no,0.022727438,466.58
yes,yes,0.481166198,334.766
no,no,0.502269903,430.1133333
no,yes,-0.35679044,471.7856667
yes,yes,0.500787412,366.5526667
yes,yes,0.563836912,394.4433333
no,yes,0.201934524,411.1166667
yes,yes,0.393437571,474.5723333
yes,yes,0.882921452,320.5643333
yes,yes,1.134596221,537.362
yes,yes,0.588080012,466.7663333
no,no,0.372333865,482.2686667
yes,no,0.298994128,401.0996667
yes,yes,0.245101194,353.9943333
yes,yes,-0.15229379,474.593
yes,no,1.18404168,250.38
no,no,-0.728023806,492.2276667
yes,no,-0.125260117,449.949
yes,yes,1.390456849,315.7016667
yes,no,1.179506999,517.7806667
no,yes,0.684441973,455.9946667
yes,yes,0.350706927,400.7473333
yes,yes,1.094830561,373.748
yes,yes,-0.070059102,426.2953333
yes,no,1.876626925,460.8083333
yes,yes,-0.169037225,514.0353333
no,yes,-0.192408271,328.075
yes,no,-0.541665877,269.2186667
no,yes,-0.068489405,428.1403333
no,yes,0.326899855,492.2546667
yes,yes,1.327320143,384.576
no,no,-0.728023806,423.7566667
no,yes,0.406082353,351.632
no,no,-0.287898179,345.6086667
no,yes,0.430063837,431.0463333
yes,yes,0.563836912,472.7293333
yes,yes,0.087346635,396.0713333
yes,yes,0.918501253,422.3263333
yes,yes,0.049412288,415.4966667
no,no,-0.589541639,313.6773333
yes,no,0.876468252,453.818
yes,yes,-0.15229379,309.1753333
yes,no,-0.284235552,462.6193333
no,no,-0.798921792,374.76
yes,yes,0.138797818,369.9023333
yes,yes,0.072260102,412.339
yes,yes,1.312320815,381.6143333
yes,no,-0.78627701,398.593
no,no,-0.998098913,376.4056667
no,yes,-0.485592808,405.7036667
no,no,-1.393662584,371.1836667
no,no,-0.087587387,453.5983333
no,no,-1.698009412,420.104
no,no,-0.079128463,482.4476667
no,no,0.349573257,449.464
yes,no,-0.78627701,474.611
no,no,-1.393662584,430.4953333
yes,no,0.298994128,476.933
no,no,-1.039783092,399.723
no,no,-0.237057433,398.1476667
no,yes,0.009559423,424.7743333
no,no,-0.290863162,381.536
no,no,-0.877145031,416.6326667
no,no,-1.393662584,434.2153333
no,no,-1.698009412,393.8703333
yes,no,0.140105899,389.385
no,no,-1.642721192,373.1206667
yes,yes,-0.187350358,404.034
yes,no,-0.672299559,328.385
no,no,-0.832059842,367.885
no,no,-1.490024545,345.396
no,no,-0.734040978,353.9673333
yes,no,-0.67814232,421.4606667
no,yes,0.152053038,349.239
no,no,-0.934613386,336.812
no,no,-0.118894123,378.6103333
no,no,-0.68799653,434.8336667
yes,no,-0.41303792,385.9746667
yes,no,0.222253381,357.0516667
no,yes,-0.619278679,338.9186667
yes,no,-0.934002948,282.4443333
yes,no,-0.702908652,428.784
no,no,-0.842262873,355.8356667
yes,yes,1.868168002,467.2696667
no,no,-1.698009412,409.5483333
no,no,-1.393662584,263.4053333
yes,no,-0.792381387,357.88
yes,no,-1.083734611,336.733
yes,no,0.226788061,313.7003333
yes,no,-0.78627701,414.263
yes,no,-0.940020121,271.607
yes,no,-0.175316014,334.1893333
no,no,-1.393662584,323.7216667
yes,yes,-0.795607987,325.061
no,no,-0.845663883,365.5313333
yes,no,-0.284235552,401.4706667
no,no,-1.177044384,387.543
yes,no,-0.940020121,311.0986667
yes,no,-0.664538278,331.3366667
yes,yes,0.71478945,455.3896667
yes,yes,0.595143649,337.9233333
yes,no,1.514986153,426.6473333
no,yes,0.562790447,316.0826667
yes,no,1.140438982,345.1276667
yes,no,2.041881148,330.833
yes,no,-0.13694564,314.793
no,no,-0.35679044,384.9006667
no,no,-0.264527133,370.8436667
no,no,0.526600209,383.4743333
yes,yes,0.022727438,430.9513333
yes,yes,1.002567253,371.066
yes,yes,0.16905809,437.006
no,no,0.857806298,342.777
no,no,-0.68799653,403.481
no,yes,-0.383998524,364.2403333
no,yes,-0.35679044,387.888
yes,yes,2.064641756,349.317
no,yes,0.223038229,366.886
yes,no,-0.933305305,374.2793333
no,no,-0.734040978,420.7466667
no,yes,-0.140695472,385.6233333
yes,yes,0.31259817,463.2916667
no,yes,0.014530131,377.7776667
no,yes,0.317045645,308.6393333
no,no,-0.605413021,432.5613333
no,yes,0.014530131,421.2006667
no,no,-1.19605516,399.6816667
yes,yes,0.246409275,376.8946667
yes,yes,0.720632212,356.9033333
no,no,-0.911155135,458.7006667
yes,yes,0.332044973,464.523
yes,yes,0.308412311,397.9913333
yes,no,0.027349324,431.9906667
no,no,-0.491609981,361.296
yes,yes,0.595143649,551.744
no,no,-1.060450771,327.1486667
no,no,0.009559423,333.7643333
no,no,-0.022096135,261.4586667
yes,no,-0.575675981,284.2676667
yes,no,0.075399496,351.0306667
no,no,-1.490024545,309.5593333
no,no,0.069556735,421.485
no,no,0.157808594,403.6903333
no,no,-1.393662584,337.2976667
no,no,-1.039783092,272.1666667
no,no,-1.490024545,332.0473333
no,no,-1.393662584,343.6566667
no,no,-1.393662584,370.1826667
no,no,-1.490024545,362.8063333
no,no,-1.450084475,331.4816667
no,no,-0.842262873,337.98
no,no,-1.393662584,319.3226667
no,no,-0.589541639,437.256
no,no,-0.60201201,375.7326667
no,no,-0.68799653,403.8216667
yes,yes,0.932715732,382.6536667
no,yes,-0.019392768,352.6303333
no,yes,0.773827503,387.9516667
yes,no,-0.070582335,501.1566667
yes,no,-1.10344303,394.4773333
yes,no,0.125280982,431.6543333
yes,yes,1.094830561,427.807
no,no,0.270652375,438.43
no,yes,0.650083048,411.976
yes,yes,0.79754737,404.6573333
yes,yes,0.240566514,437.139
yes,no,0.159552702,419.8366667
no,no,-0.760725829,429.274
yes,yes,0.294023421,472.7526667
no,no,-0.605413021,443.8603333
yes,no,1.801019848,462.3876667
yes,no,1.179506999,512.1986667
no,no,-1.464211748,431
yes,no,-0.020526438,378.8386667
yes,yes,-0.538875305,520.5946667
yes,no,-0.37667327,415.286
yes,yes,0.448376969,392.5523333
no,no,-0.46265779,425.3566667
yes,no,0.42962781,416.1386667
yes,yes,0.134088727,412.604
yes,yes,1.047826853,398.9846667
no,no,-0.088895468,402.6393333
yes,yes,0.867398891,439.3133333
yes,yes,1.566873363,427.1923333
yes,no,0.061185017,475.5623333
yes,yes,0.350706927,422.854
yes,yes,0.350706927,522.4323333
yes,yes,0.86155613,486.9716667
yes,yes,1.531380767,336.597
no,no,-0.427252399,472.687
yes,yes,0.647728502,416.4826667
no,yes,0.862340978,348.555
no,no,-1.393662584,341.912
yes,no,0.244577962,467.8693333
no,no,-1.348141368,385.8486667
no,no,-2.203800701,385.2366667
no,no,-0.621109992,442.8366667
yes,yes,-0.025148324,432.2456667
yes,yes,0.462504243,460.9903333
no,no,-1.62798348,403.4933333
no,yes,-0.829966912,489.4803333
no,no,-1.698009412,397.024
no,no,-2.164383863,407.412
no,no,-1.328868976,310.2856667
no,no,-2.263798013,422.91
yes,yes,-0.791334922,423.7476667
no,no,-1.62798348,436.1743333
yes,no,0.174813646,460.05
no,no,-0.302199863,451.0493333
no,no,-0.789154788,299.8286667
no,no,-1.401336659,432.868
no,no,-1.212188158,344.7953333
yes,yes,-0.107731833,308.9956667
no,no,-1.789749487,406.2913333
no,no,-1.217333276,355.3593333
no,yes,0.334573929,331.469
no,yes,-2.203800701,341.4826667
no,no,-1.12332586,410.9486667
no,no,-1.014493528,454.2566667
no,no,-1.62798348,388.8336667
yes,no,-0.871825502,384.6463333
no,no,0.20769008,406.9886667
no,yes,-0.335861146,317.3316667
no,no,-2.128106419,396.955
no,no,-1.177044384,336.9756667
no,no,-4.190252389,371.138
no,no,-1.220123849,348.1803333
no,no,-0.998098913,325.3433333
no,no,-1.393662584,466.1536667
yes,no,-0.009364148,396.4213333
no,no,-0.46265779,380.8756667
yes,no,-0.378591789,383.2223333
no,no,-0.491609981,447.5533333
no,no,-0.724971617,418.591
no,no,-1.642721192,419.135
yes,no,-0.649887772,472.5083333
yes,no,-0.674566899,461.9193333
yes,yes,0.284866854,438.5513333
no,no,0.130862127,433.683
no,no,-1.681876414,396.1276667
yes,yes,0.589649709,443.0233333
no,no,-0.877145031,368.9616667
yes,no,-0.248742956,384.7076667
no,yes,0.904635595,404.11
no,no,-0.877145031,441.0396667
yes,no,-0.940020121,456.233
yes,yes,0.11490354,425.779
yes,yes,1.488301302,408.6266667
no,no,-0.877145031,379.422
yes,yes,0.802430872,389.1626667
no,yes,-0.537131197,418.9796667
no,no,-0.998098913,432.56
yes,yes,0.710952413,313.668
yes,no,-0.165287393,346.2223333
yes,no,0.710952413,414.1133333
yes,no,-0.655207301,416.189
no,no,-0.877145031,292.2183333
no,no,-0.880458836,378.9996667
no,yes,-0.466233211,383.9043333
no,no,-0.728023806,357.712
yes,yes,-0.649887772,413.1753333
no,yes,1.22834202,333.4313333
yes,no,-0.009364148,414.3243333
yes,no,0.985998228,374.286
no,yes,-0.879673987,451.508
no,no,-0.084186376,413.9923333
no,no,-1.393662584,368.2826667
yes,no,1.267758859,346.7606667
no,no,-1.490024545,371.606
yes,no,-0.030729469,324.6993333
no,no,-0.577071268,328.9973333
no,no,0.134088727,375.446
yes,no,0.005460769,363.881
no,yes,0.356288073,380.5866667
no,no,-1.698009412,365.4946667
yes,no,0.087346635,451.443
no,no,-0.489517051,388.748
no,yes,-2.203800701,327.28
no,no,-1.250471326,416.4193333
yes,yes,1.233225522,260.0283333
no,no,-0.877145031,347.7903333
no,no,-1.393662584,372.7713333
no,no,-0.503469914,349.9133333
yes,no,-0.15229379,464.4983333
no,no,-0.707268922,307.7216667
yes,no,-0.541665877,485.891
no,no,-0.877145031,395.4693333
no,no,-0.438240279,404.45
no,no,-0.923887123,322.5903333
yes,no,0.374252384,431.692
no,no,-0.335425119,416.804
no,no,-1.698009412,353.799
no,no,-1.393662584,325.5613333
yes,no,0.978498564,404.1333333
yes,no,-0.384608961,412.9323333
yes,yes,1.068581737,398.2113333
yes,no,-0.070582335,369.753
no,no,-0.639074303,377.6826667
yes,no,0.350706927,441.9876667
no,no,0.894519769,458.4116667
yes,no,1.238021819,391.3343333
no,yes,0.454219731,326.0243333
yes,yes,-0.951705643,465.3853333
yes,yes,0.249635875,434.7023333
yes,no,-0.23845272,390.563
yes,no,-0.551432881,411.6906667
no,no,-0.491609981,347.0543333
yes,yes,0.155541254,448.2826667
yes,no,-0.12805069,395.4173333
yes,no,-0.070582335,485.0796667
yes,no,0.610579004,471.8446667
yes,yes,0.022727438,439.6843333
yes,yes,0.159552702,396.0483333
no,yes,0.612584728,442.8526667
no,no,0.717318407,347.433
yes,no,0.298994128,442.7153333
no,yes,-0.490999543,421.0263333
yes,no,0.010431477,423.0206667
yes,no,0.273791769,350.3773333
no,no,-0.625644672,319.6403333
yes,no,0.668047359,378.9043333
yes,no,0.246845302,414.177
yes,no,-0.695321783,460.7863333
no,yes,0.349573257,406.8393333
yes,no,-0.657474642,495.338
yes,no,-0.541665877,372.8263333
yes,yes,0.384281004,402.9446667
yes,no,0.687319751,413.5706667
no,no,-0.158572578,337.349
no,yes,0.23742712,376.1766667
yes,no,0.048801851,415.487
yes,no,-0.541665877,352.819
yes,yes,1.722883814,400.1503333
no,no,-0.551432881,297.339
yes,no,0.00563518,341.539
no,no,-1.039783092,287.09
yes,no,-0.940020121,343.3373333
no,no,-0.589541639,290.3143333
no,no,-1.039783092,315.4293333
no,no,-0.781219097,316.0886667
yes,no,-0.219965176,346.6326667
no,yes,-1.412934976,295.1873333
no,no,-1.393662584,326.089
no,no,-0.781219097,338.4843333
yes,no,-0.260864506,326.879
no,no,-1.228582772,288.399
no,no,-1.043358513,303.2343333
no,no,-0.589541639,318.4083333
no,no,-1.020772316,281.716
no,no,-0.362633202,337.884
yes,no,0.195481325,285.0426667
yes,no,-0.404927818,372.1626667
no,no,-0.877145031,291.1783333
no,no,-0.491609981,313.4
no,no,-0.877145031,353.259
no,no,-2.263798013,290.2146667
yes,no,-0.360453067,406.703
yes,no,-0.193018709,300.3893333
yes,no,-1.083734611,328.0326667
no,no,-0.998098913,341.1416667
yes,no,-0.657474642,338.2363333
yes,yes,-0.193018709,358.4156667
no,no,-0.242202552,294.001
yes,no,0.505147681,368.9583333
yes,no,-1.083734611,294.79
yes,no,-0.54445645,320.994
no,no,-0.877145031,317.643
no,no,-0.589541639,432.6343333
no,no,0.399716359,312.5916667
no,no,-1.698009412,355.1423333
yes,no,0.050633164,349.3676667
no,no,-0.877145031,382.21
no,no,-1.698009412,327.7833333
no,no,-0.877145031,349.7213333
yes,no,-0.78627701,406.9603333
yes,no,-0.792381387,358.7026667
yes,no,-0.193018709,329.1816667
yes,no,0.279721736,388.977
yes,no,-0.41303792,507.3286667
no,yes,-0.264527133,421.0726667
no,yes,0.454481347,370.2006667
no,no,-1.393662584,365.462
yes,no,0.096939229,469.4226667
no,no,-0.118894123,314.2213333
yes,no,0.606305939,358.7893333
no,no,-0.880458836,388.9426667
no,no,-0.330367206,343.1046667
yes,no,-0.035700177,402.6436667
no,no,-0.491609981,401.3653333
no,yes,0.048017002,335.234
no,yes,-0.724971617,388.163
no,no,-1.681876414,401.1213333
no,no,-0.728023806,410.78
yes,no,-0.40867765,437.7383333
yes,no,1.021665235,408.5956667
yes,no,0.298994128,454.544
no,no,-0.35679044,364.5876667
yes,no,0.048801851,342.7773333
no,no,0.368060801,435.101
no,no,-1.393662584,399.8056667
yes,no,0.249635875,518.9006667
yes,no,-0.284235552,374.7463333
yes,no,-0.193018709,417.9416667
no,yes,-0.619278679,380.2496667
no,no,-1.393662584,403.4736667
yes,no,-0.643783395,430.3586667
yes,no,0.31695844,439.466
yes,no,-0.29923488,383.1426667
yes,yes,0.996898902,375.8406667
no,no,0.240740925,309.676
no,no,-0.509923114,388.738
yes,yes,-0.192495477,431.7526667
no,no,-1.393662584,447.7246667
no,no,-0.491609981,380.4436667
no,no,-0.589541639,392.7826667
no,no,-0.877145031,325.169
no,no,0.483433538,400.1303333
no,no,-1.698009412,346.113
yes,no,-1.110419462,327.6943333
no,no,-0.998098913,309.0293333
yes,yes,1.310489502,345.5813333
yes,no,-0.32251872,361.4006667
no,no,-1.039783092,380.0346667
no,no,0.444539932,356.786
no,no,-0.084186376,365.1813333
no,yes,0.490584381,424.7833333
no,no,-2.637734746,412.2636667
no,no,-0.531898873,348.1633333
yes,no,0.621915705,365.3666667
no,no,-1.364535982,449.7526667
yes,yes,-0.052181996,473.817
yes,yes,2.233733016,463.7713333
no,no,-0.237057433,428.671
yes,yes,1.42054271,471.4306667
yes,yes,1.028118434,433.2326667
yes,no,-0.0894187,451.683
no,no,1.598964948,419.3573333
yes,yes,2.185770049,412.1393333
yes,yes,0.861643335,398.916
yes,yes,1.830233655,390.0113333
yes,yes,0.861643335,326.6843333
yes,yes,0.70816184,438.6773333
no,no,0.123711285,448.74
yes,yes,1.57411141,449.5516667
yes,yes,0.588080012,366.7156667
yes,no,0.595143649,475.0793333
yes,no,-0.29923488,510.8083333
yes,yes,1.420281094,519.8273333
no,no,-1.642721192,473.4946667
yes,yes,1.34101139,382.6213333
yes,yes,1.109132246,338.892
no,no,-0.237057433,508.7453333
yes,yes,0.285477292,433.5783333
no,no,1.18517535,351.7243333
yes,yes,0.481166198,420.783
yes,no,-0.311966867,415.7043333
yes,yes,1.028118434,374.587
yes,yes,1.002567253,400.139
no,no,0.253734528,381.9373333
yes,yes,1.911247467,463.6813333
yes,yes,2.019992594,442.962
no,no,0.65514096,378.4746667
yes,no,1.326099268,361.2293333
yes,yes,0.249635875,449.535
yes,yes,0.539506607,445.4146667
no,no,-1.450084475,382.9043333
yes,no,-0.25074868,409.1526667
yes,no,0.15902947,389.7203333
yes,yes,-0.033258426,397.5426667
yes,yes,0.249635875,470.3363333
yes,no,1.088726183,370.6426667
yes,no,-1.083734611,404.6856667
no,yes,0.516048356,385.19
yes,no,-0.916474664,391.0106667
no,no,-0.605413021,423.249
yes,no,0.835656128,427.1053333
no,no,-1.450084475,391.6556667
yes,yes,0.201760113,407.7193333
yes,yes,0.155541254,401.465
no,no,-0.019392768,359.7956667
no,no,-0.282665855,326.0103333
no,no,-0.667241646,290.3823333
no,no,-0.463268227,316.8496667
no,no,-0.669421781,360.5453333
no,no,-0.575239954,407.6713333
no,no,-0.397253744,427.705
no,yes,-0.045554386,439.2646667
no,yes,0.451429158,380.371
no,no,-0.854122807,411.64
no,yes,0.323150023,346.9893333
no,yes,-0.003085359,376.921
yes,no,-0.29923488,405.041
yes,no,0.320795477,305.2603333
no,no,-0.452105937,363.2696667
yes,yes,0.816994173,391.4486667
no,yes,0.093451013,381.139
yes,yes,-0.674566899,329.4603333
yes,yes,0.165308258,417.313
yes,yes,1.370050787,337.5983333
no,yes,0.646856448,421.062
no,no,-1.200241019,348.1933333
no,yes,-0.362109969,419.64
no,no,-1.642721192,324.727
no,no,-0.704565555,383.2356667
yes,no,-0.946734936,384.6493333
yes,no,-0.940020121,437.6303333
no,no,0.663425473,310.3756667
yes,yes,0.710952413,375.1773333
no,no,-0.877145031,348.4706667
no,no,-1.698009412,328.2433333
yes,yes,-0.541665877,348.9003333
yes,yes,0.464248351,371.1783333
yes,yes,0.039819695,382.745
yes,no,-0.940020121,349.7146667
no,no,-0.877145031,338.8146667
yes,yes,-0.251359118,431.8233333
no,no,-1.393662584,369.9966667
yes,yes,0.905158827,327.5853333
yes,no,-0.354871922,433.3626667
no,no,-0.237057433,276.1953333
no,no,-0.616575311,325.5176667
no,no,-1.393662584,453.9773333
yes,no,0.195917352,339.7513333
no,no,-0.625034235,295.3103333
yes,no,-0.940020121,386.31
no,no,-0.264527133,433.2193333
yes,no,-0.100057758,400.9816667
no,no,-0.877145031,309.2593333
no,no,-1.393662584,408.2916667
yes,no,-0.541142645,340.8116667
yes,yes,0.313819045,278.5503333
no,no,-0.796916068,350.5906667
yes,no,-0.841216408,334.093
no,no,-1.250471326,301.701
yes,yes,5.658027252,408.4183333
yes,no,-0.906882071,383.6866667
yes,no,-0.41303792,524.8733333
yes,no,-0.564949718,420.782
no,no,-1.642721192,348.4646667
yes,yes,-0.335599529,351.1806667
no,no,-0.589541639,317.1043333
no,no,0.381577637,301.6126667
no,no,-1.393662584,352.7486667
no,no,-0.845663883,395.3223333
no,no,-1.177044384,367.089
yes,no,-0.541665877,363.914
yes,yes,0.187545634,355.3173333
no,no,-0.171653387,336.416
yes,no,0.888502597,284.6476667
no,no,-0.516027491,357.5116667
no,no,-1.698009412,401.4713333
yes,no,0.155541254,265.8096667
yes,yes,-0.357836905,361.5833333
no,no,1.206366261,364.7676667
no,no,0.031971209,431.3816667
yes,no,0.424221075,390.0026667
no,no,-0.718780034,360.265
no,no,-0.690002254,366.8793333
no,no,-0.845663883,417.7466667
no,no,-1.060450771,360.2613333
yes,yes,0.308150695,322.309
no,no,-1.393662584,366.6103333
no,no,-1.698009412,356.5673333
no,no,-0.707268922,379.532
no,no,-1.039783092,323.3876667
no,no,-1.126290844,425.328
yes,no,-0.792381387,431.926
yes,no,-0.78627701,431.1673333
no,no,-1.177044384,449.263
yes,no,-0.647009994,365.153
yes,no,-1.009173999,327.0883333
no,no,-1.177044384,432.9783333
no,no,-0.728023806,470.0026667
no,yes,0.424831513,506.6273333
no,no,-1.698009412,314.1426667
no,no,-0.845663883,455.441
no,no,0.987131898,392.689
no,no,-0.4207992,455.4816667
yes,yes,0.696650728,583.955
yes,yes,2.180276109,448.084
no,yes,1.497196252,439.7536667
yes,yes,0.754991137,421.745
yes,yes,1.578907707,525.3003333
yes,yes,1.523881103,517.5556667
yes,yes,1.38400365,503.4803333
yes,yes,1.132764908,490.3976667
yes,yes,0.802430872,514.597
yes,yes,2.059758254,426.8806667
yes,yes,0.249635875,547.529
yes,no,1.816978435,515.7783333
no,yes,0.447243299,458.639
yes,yes,1.523881103,529.0296667
yes,yes,0.28059379,359.1086667
yes,yes,0.71478945,493.5246667
yes,no,1.405281766,380.1026667
no,no,0.23742712,421.1746667
yes,no,1.134509015,465.292
yes,yes,1.418711397,466.469
yes,yes,2.708828007,403.921
yes,yes,0.923559165,486.7136667
yes,yes,1.370050787,482.6496667
yes,no,1.585360906,425.349
no,yes,0.645984394,510.9903333
yes,yes,1.370050787,547.178
yes,yes,1.354615432,480.894
yes,yes,0.961406307,476.8736667
yes,no,-0.33028,468.7826667
yes,yes,2.22893672,502.5353333
yes,no,1.656171687,457.9446667
yes,yes,0.951813713,505.273
yes,yes,1.38400365,558.0583333
yes,yes,2.059147816,532.7386667
yes,yes,1.168780736,543.4316667
no,yes,0.646856448,473.4313333
yes,yes,1.92520033,442.6566667
yes,yes,1.908369689,474.646
yes,yes,2.423927982,535.9236667
yes,no,0.738858139,544.1703333
yes,no,-0.463355433,306.146
no,no,-0.990948071,224.3236667
no,yes,-1.383459553,293.0543333
yes,no,-1.10344303,226.1113333
yes,no,-0.392719063,427.0916667
no,no,-0.242202552,355.1853333
no,no,-0.123952036,435.5486667
yes,no,2.085832667,399.3453333
yes,yes,1.047826853,313.5466667
no,no,0.925913711,409.5506667
yes,yes,1.522136995,371.769
yes,yes,1.238021819,427.3196667
no,no,0.50270593,464.8473333
yes,no,-0.06500119,342.601
no,no,-0.854122807,412.1093333
no,no,-0.504341968,380.7333333
yes,no,1.094830561,366.3163333
yes,no,0.049412288,314.7626667
yes,no,-0.284235552,440.9713333
no,no,-0.35679044,502.9043333
no,no,0.031099156,374.4986667
yes,no,-0.210459788,462.4206667
yes,yes,0.876468252,347.8906667
yes,no,0.918501253,407.2313333
no,no,-0.123952036,406.3266667
yes,yes,2.473809468,348.9093333
no,no,-0.635760498,449.092
yes,no,-0.418357449,402.4896667
yes,no,0.328818373,410.6813333
no,no,-0.30359515,367.3616667
yes,no,0.08289916,367.669
yes,no,-0.294787405,406.9656667
no,no,-0.866942,392.2526667
yes,no,0.606305939,435.197
yes,no,0.819784746,425.8526667
yes,no,0.696650728,425.9003333
yes,no,0.230014661,432.5923333
yes,no,0.560610313,406.8316667
no,no,-0.223278981,403.4973333
no,no,-0.594599552,421.5296667
yes,no,-0.114621059,366.627
no,no,-0.215517701,342.5556667
yes,no,-0.165287393,347.5186667
yes,no,-0.275951039,403.198
yes,yes,0.890595526,364.2763333
yes,yes,1.092912042,395.7883333
yes,no,0.122315998,403.9926667
no,no,-1.698009412,388.277
yes,no,0.15902947,296.596
no,no,-0.781219097,371.1813333
yes,yes,0.384717031,429.0166667
no,no,-0.796916068,350.2466667
no,no,-0.88359823,325.9013333
no,no,-0.343884042,358.57
no,no,-0.46265779,432.8263333
yes,yes,-0.674566899,424.6883333
yes,yes,0.621392473,323.2453333
yes,yes,1.163635617,391.2323333
no,no,-0.339610978,445.0653333
no,no,-0.728023806,388.9816667
no,yes,-0.248132519,395.983
yes,yes,-0.07939008,442.2993333
yes,yes,0.144030142,354.9783333
no,no,-0.131626111,407.516
yes,no,-0.458210314,310.5856667
yes,no,-0.397428154,389.3206667
no,no,-0.696717069,332.2756667
no,no,-0.042153376,369.91
yes,no,-0.298188415,318.9983333
no,no,-0.491609981,359.915
yes,no,0.298994128,441.0536667
no,no,-1.698009412,375.428
yes,no,-0.289555081,389.6093333
no,no,-0.842262873,362.507
yes,no,0.038947641,366.9306667
no,no,0.146471893,368.362
yes,yes,-0.458210314,325.7413333
yes,yes,0.250071902,347.8723333
no,yes,-0.939060861,353.4403333
no,yes,0.650083048,330.3283333
yes,yes,0.876468252,397.2263333
yes,no,0.624967894,361.7786667
no,yes,-0.534340624,336.1003333
no,yes,-1.393662584,290.864
yes,no,-0.792381387,375.6706667
no,no,-1.642721192,378.9083333
no,no,-0.465361157,341.9863333
yes,no,-0.982227532,345.916
no,no,-1.393662584,387.947
yes,no,0.125280982,349.3763333
no,no,-0.504341968,258.843
yes,yes,0.083596803,417.3073333
yes,yes,0.622090116,457.455
yes,yes,0.792751073,331.482
no,no,-0.546026147,339.3203333
yes,no,-0.643783395,390.676
no,no,-2.203800701,357.294
no,no,-0.264178311,344.6316667
no,no,-0.318594477,320.069
yes,no,-0.657474642,358.82
no,yes,-0.850547386,367.0163333
yes,no,-0.657474642,336.266
yes,yes,1.311012734,357.6283333
yes,no,2.651708473,433.7166667
yes,yes,0.588080012,516.955
yes,no,0.837836262,374.864
no,no,-0.888220116,421.161
no,yes,-0.087936208,400.2786667
yes,no,0.160860783,322.0523333
yes,yes,0.022727438,415.596
yes,yes,1.551263597,462.9336667
no,yes,-0.739447713,466.1976667
no,yes,-0.318332861,427.413
yes,yes,0.346608274,392.5493333
yes,yes,0.750456457,373.3053333
yes,no,0.24082813,363.5273333
yes,no,-0.7974393,352.285
yes,yes,1.617452492,412.1816667
yes,yes,0.349050025,397.4743333
yes,no,-0.383562497,312.044
no,no,-1.014493528,371.6246667
yes,yes,0.299430155,507.4853333
no,yes,0.423261816,480.781
no,yes,-0.00666078,410.9253333
no,yes,-0.599134232,376.9426667
yes,yes,0.682872276,565.0203333
yes,yes,-0.019916,415.91
yes,yes,0.530873273,411.11
yes,yes,0.096939229,353.8076667
yes,yes,-0.169037225,437.5773333
no,yes,0.05089478,422.4693333
no,no,-0.398823441,306.1813333
yes,yes,1.488301302,459.392
no,yes,-0.005352699,288.6986667
yes,yes,1.047826853,497.644
yes,yes,0.687319751,399.5286667
yes,no,-0.479401225,425.8566667
yes,yes,0.555377989,362.8976667
yes,yes,-0.355831181,400.504
yes,yes,1.258951114,397.0856667
yes,yes,0.486747343,380.013
yes,yes,0.260885371,427.3153333
no,yes,0.360561137,271.9753333
yes,yes,0.735718745,468.1916667
yes,yes,1.110004299,527.384
yes,yes,2.335850534,571.347
yes,yes,0.600811999,546.8713333
yes,yes,1.240550775,502.494
yes,yes,1.063262208,586.6006667
yes,no,2.394452559,450.702
yes,yes,1.40615382,540.6663333
yes,no,1.365690517,521.4653333
yes,yes,0.577789775,391.7233333
yes,yes,2.480088257,532.1546667
yes,yes,1.036228536,497.3966667
yes,yes,1.512980429,480.005
yes,yes,1.030385774,435.4083333
yes,yes,2.022695961,512.084
yes,yes,0.912745697,550.737
yes,yes,1.53983969,453.9713333
yes,yes,1.387055839,551.2403333
yes,yes,1.518735985,434.6616667
yes,yes,1.364469641,418.6966667
yes,yes,2.010923233,389.317
yes,yes,3.106135786,393.473
yes,yes,2.957712204,357.7366667
yes,yes,2.300096322,414.4893333
yes,yes,1.298019131,535.423
yes,yes,1.70552994,512.3603333
no,yes,1.07041305,345.547
yes,no,0.856934244,384.1576667
yes,no,1.021403618,381.0653333
yes,no,0.74661942,408.558
yes,yes,2.187601363,401.811
yes,yes,1.958599996,539.7906667
yes,yes,2.065949837,453.8286667
yes,yes,1.420281094,395.5966667
yes,yes,1.70552994,505.1193333
yes,yes,2.274457936,444.225
yes,yes,1.029077693,495.711
no,no,0.34024228,357.8033333
yes,no,-0.78627701,399.7616667
no,no,-0.46265779,411.1456667
no,no,-1.18506728,283.4416667
yes,no,0.264373586,357.454
no,no,-1.250471326,389.5243333
no,no,-1.039783092,435.6513333
no,no,-1.393662584,290.564
yes,yes,0.01112912,354.4193333
no,no,-1.155417446,424.5143333
yes,no,-0.841216408,337.739
no,no,-1.393662584,324.9826667
no,yes,-0.714332559,315.8526667
no,no,-0.88359823,365.4833333
no,no,-1.393662584,377.563
no,yes,-1.035248412,463.4943333
yes,no,0.043831143,416.2206667
